Name,RA,DEC,zlens,zsource,R_Ein(arcsec),"maglens,i","magsource,i",Lens type,Discovery,Grade,References,unknown,Paper
000129-000241,0.3735,-0.0449,0.247,-99,0.26,0.59,-99,18,24.44,CG,V,C,SuGOHI5
000300+005337,0.75,0.8938,-99,-99,0.97,-99,-99,21.17,21.76,GG,V,C,SuGOHI5
000313+005425,0.8045,0.907,-99,-99,1.13,1.43,-99,21.18,25.77,CG,V,B,SuGOHI5
000451-010316,1.216,-1.0546,-99,-99,0.48,1.92,-99,20.58,21.13,CG,V,A,SuGOHI5
000505+011005,1.2743,1.1683,-99,-99,1.1,-99,-99,21.94,23.08,CG,V,C,SuGOHI5
000644+014123,1.6858,1.6899,-99,-99,0.36,-99,-99,19.09,-99,GG,V,C,SuGOHI5
000656-004051,1.7338,-0.6809,-99,-99,0.57,1.59,-99,19.33,27.61,CG,V,C,SuGOHI5
000814+001121,2.0587,0.1891,0.506,-99,0.52,1.26,-99,19.33,25.3,CG,V,C,SuGOHI5
000814+020120,2.0592,2.0223,0.367,-99,0.37,1.16,-99,18.37,25.39,CG,V,C,SuGOHI5
000848+001550,2.2033,0.2641,0.397,-99,0.4,0.89,-99,18.46,-99,CG,V,A,SuGOHI5
000914+001033,2.3109,0.1758,-99,-99,0.57,0.97,-99,20.16,23.89,GG,V,C,SuGOHI5
000914+014727,2.3094,1.7908,-99,-99,0.76,1.64,-99,20.38,25.91,CG,V,C,SuGOHI5
001227+002716,3.114,0.4545,-99,-99,0.74,-99,-99,20.63,23.32,GG,V,C,SuGOHI5
001454-005708,3.7254,-0.9523,0.535,-99,0.55,-99,-99,-99,-99,CG,V,B,SuGOHI5
001903+022348,4.7652,2.3967,0.267,-99,0.24,-99,-99,-99,-99,CG,V,C,SuGOHI5
002016+000445,5.0671,0.0794,0.212,-99,0.23,-99,-99,-99,-99,CG,V,C,SuGOHI5
002455+001909,6.2305,0.3192,0.451,-99,0.41,-99,-99,-99,-99,CG,V,C,SuGOHI5
003002-001028,7.5105,-0.1745,-99,-99,0.34,-99,-99,-99,-99,CG,V,C,SuGOHI5
003150-004049,7.9601,-0.6804,0.476,-99,0.49,-99,-99,-99,-99,CG,V,C,SuGOHI5
003217+010037,8.0731,1.0105,0.39,-99,0.37,-99,-99,-99,-99,CG,V,A,SuGOHI5
003341+024216,8.4214,2.7046,-99,-99,0.53,-99,-99,-99,-99,CG,V,C,SuGOHI5
003428+022522,8.6173,2.4229,-99,-99,0.32,-99,-99,-99,-99,CG,V,A,SuGOHI5 RCS2
003554+002122,8.9761,0.3561,0.254,-99,0.25,-99,-99,-99,-99,CG,V,C,SuGOHI5
010315+000456,15.8163,0.0822,0.266,-99,0.29,0.45,-99,18.14,21.32,CG,V,C,SuGOHI5 DECaLS
010455+000336,16.2307,0.0601,0.272,-99,0.29,0.44,-99,16.93,19.06,CG,V,C,SuGOHI5
010516+012621,16.317,1.4392,0.265,-99,0.24,1,-99,17.11,19.02,CG,V,C,SuGOHI5
010709+011729,16.7876,1.2914,0.422,-99,0.44,3.8,-99,18.18,25.84,CG,V,B,SuGOHI5 DECaLS
010752+021847,16.9681,2.3132,-99,-99,0.61,1.21,-99,18.87,25.23,GG,V,C,SuGOHI5
010919+015330,17.3293,1.8917,0.25,-99,0.25,1.3,-99,17.08,26.42,CG,V,C,SuGOHI5
011148-000105,17.9534,-0.018,0.254,-99,0.26,-99,-99,16.8,-99,CG,V,C,SuGOHI5
011225-002247,18.1073,-0.3797,0.466,-99,0.5,0.65,-99,19.65,20.66,CG,V,B,SuGOHI5
011247+005254,18.1975,0.8818,0.367,-99,0.37,0.55,-99,18.67,27.88,CG,V,C,SuGOHI5
011259+004719,18.2496,0.7886,-99,-99,0.34,-99,-99,18.5,-99,CG,V,C,SuGOHI5
011428+025325,18.6207,2.8903,-99,-99,0.37,-99,-99,-99,-99,CG,V,C,SuGOHI5
011926+011404,19.8624,1.2347,0.613,-99,0.66,1.34,-99,19.01,22.57,CG,V,C,SuGOHI5
012606+023500,21.5286,2.5833,0.352,-99,0.36,-99,-99,-99,-99,CG,V,C,SuGOHI5
012723+011809,21.8474,1.3026,-99,-99,0.96,-99,-99,-99,-99,CG,V,C,SuGOHI5
013247+011545,23.1965,1.2627,0.126,-99,0.12,-99,-99,-99,-99,CG,V,C,SuGOHI5
015310-051331,28.2939,-5.2254,-99,-99,0.39,1.23,-99,19.65,23.83,CG,V,C,SuGOHI5
015424-003939,28.6032,-0.661,-99,-99,0.18,-99,-99,-99,-99,GG,V,B,SuGOHI5
015441-054407,28.671423,-5.735539,-99,-99,0.33,-99,-99,18.44,-99,GG,V,C,SuGOHI6
015541-033105,28.9227,-3.518,-99,-99,0.57,-99,-99,19.61,-99,GG,V,C,SuGOHI5
015543-043630,28.931659,-4.608362,0.713,-99,-99,-99,-99,20.01,23.73,GG,Y,C,SuGOHI2
015554-063018,28.977045,-6.505274,0.534,0.799,-99,-99,-99,18.35,22.27,GG,YE,C,SuGOHI1
015559-051334,28.998651,-5.226337,0.534,-99,-99,-99,-99,19.58,23.25,GG,Y,C,SuGOHI2
015608-055610,29.037358,-5.93628,0.659,-99,-99,-99,-99,19.41,21.28,GG,Y,C,SuGOHI1
015618-010747,29.075537,-1.129772,0.542,1.167,-99,-99,0.84,18.78,23.22,GG,Y,A,SuGOHI2 SuGOHI3
015628-040018,29.117345,-4.00511,-99,-99,0.68,-99,-99,20.36,-99,GG,V,C,SuGOHI6
015635-042442,29.14917,-4.411711,0.36,-99,-99,-99,-99,17.21,21.64,GG,Y,C,SuGOHI1
015641-020202,29.171027,-2.034148,-99,-99,0.35,-99,-99,18.92,-99,GG,V,C,SuGOHI6
015647-045728,29.198754,-4.958028,0.561,-99,-99,-99,-99,19.39,23.18,GG,Y,C,SuGOHI1
015654-042425,29.2263,-4.407,-99,-99,0.12,-99,-99,15.56,-99,CG,V,B,SuGOHI5
015656-001838,29.2355,-0.3107,-99,-99,0.46,-99,-99,-99,-99,GG,V,C,SuGOHI5
015657-053141,29.241073,-5.528088,-99,-99,0.65,-99,-99,20.47,-99,GG,V,C,SuGOHI6
015706-012225,29.2789,-1.3736,0.302,-99,0.52,1.19,-99,17.88,20.55,GG,V,C,SuGOHI5
015715-000718,29.3166,-0.1216,0.388,-99,0.35,-99,-99,-99,-99,CG,V,C,SuGOHI5
015716-051513,29.3185,-5.2537,0.56,-99,0.53,1.73,-99,19.09,25.98,CG,V,B,SuGOHI5
015719-050039,29.3326,-5.0109,-99,-99,0.28,-99,-99,18.22,-99,GG,V,B,SuGOHI5
015727-022657,29.364907,-2.449311,-99,-99,0.75,-99,-99,20.64,-99,GG,V,C,SuGOHI6
015728-031400,29.36879,-3.233415,0.375,-99,-99,-99,-99,17.94,21.67,GG,YCV,C,SuGOHI1 SuGOHI6
015728-051639,29.3686,-5.2777,0.556,-99,0.59,1.61,-99,20.3,23.41,CG,V,C,SuGOHI5
015731-033057,29.381206,-3.516018,0.621,-99,-99,-99,-99,19.98,21.41,GG,Y,B,SuGOHI1
015748-010912,29.4504,-1.1534,0.543,-99,0.59,1.41,-99,18.88,23.13,CG,V,C,SuGOHI5
015750-003818,29.459938,-0.638486,0.52,-99,-99,-99,-99,18.59,21.98,GG,Y,B,SuGOHI2
015756-021809,29.485893,-2.302767,0.372,-99,-99,-99,1.07,-99,-99,GQ,C,B,SuGOHI1 SuGOHI4
015756-045400,29.485902,-4.900126,0.555,-99,-99,-99,-99,18.87,21.68,GG,Y,C,SuGOHI1
015759-021015,29.498441,-2.170902,0.538,-99,-99,-99,-99,19.84,22.83,GG,Y,C,SuGOHI1
015759-054449,29.496197,-5.747078,-99,-99,0.73,-99,-99,20.35,-99,GG,V,C,SuGOHI6
015818-014358,29.579014,-1.73302,0.159,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
015818-025428,29.578906,-2.908048,-99,-99,0.46,-99,-99,18.82,-99,GG,VY,C,SuGOHI6
015819-015703,29.581132,-1.950927,0.44,-99,-99,-99,-99,18.24,22.84,GG,YV,C,SuGOHI1 SuGOHI6
015831-010653,29.630458,-1.114956,0.536,-99,-99,-99,-99,19.44,22.99,GG,Y,C,SuGOHI2
015833-042044,29.637506,-4.345645,-99,-99,-99,-99,0.66,-99,-99,GQ,C,C,SuGOHI4
015834-042410,29.643517,-4.402819,0.437,-99,-99,-99,-99,18.56,23.42,GG,Y,C,SuGOHI1
015835-015050,29.649655,-1.847338,-99,-99,0.44,-99,-99,18.1,-99,GG,VY,C,SuGOHI6
015837-061742,29.654342,-6.295256,-99,-99,0.71,-99,-99,19.92,-99,GG,V,C,SuGOHI6
015843-060520,29.682439,-6.089119,0.65,-99,-99,-99,-99,19.95,22.32,GG,Y,C,SuGOHI1
015902-051024,29.75914,-5.173532,-99,-99,0.36,-99,-99,18.64,-99,GG,VY,C,SuGOHI6
015907-034247,29.78103,-3.713198,-99,-99,0.87,-99,-99,21.3,-99,GG,V,C,SuGOHI6
015913-052502,29.807448,-5.417474,-99,-99,0.63,-99,-99,20.12,-99,GG,VY,C,SuGOHI6
015913-054320,29.805601,-5.722426,-99,-99,0.93,-99,-99,21.2,-99,GG,V,B,SuGOHI6
015938-035859,29.9092,-3.983,-99,-99,1.11,1.65,-99,21.06,24.58,CG,V,B,SuGOHI5 SuGOHI6
015938-044257,29.9119,-4.7158,0.556,-99,0.59,1.24,-99,19.82,22.72,CG,V,C,SuGOHI5
015955-031033,29.983222,-3.175933,-99,-99,0.71,-99,-99,20.31,-99,GG,V,C,SuGOHI6
015958-050427,29.992779,-5.074338,-99,-99,0.33,-99,-99,17.86,-99,GG,V,C,SuGOHI6
020003-040059,30.01274,-4.016394,-99,-99,1.06,-99,-99,22.3,-99,GG,V,C,SuGOHI6
020018-030549,30.077134,-3.09712,-99,-99,0.77,-99,-99,19.68,-99,GG,VY,B,SuGOHI6
020020-045256,30.087169,-4.882441,0.64,-99,-99,-99,-99,18.94,23.1,GG,YV,C,SuGOHI1 SuGOHI6
020025-052855,30.1065,-5.4821,-99,-99,0.41,1.36,-99,18.08,23.36,CG,V,C,SuGOHI5
020028-033651,30.120026,-3.614416,-99,-99,0.85,-99,-99,19.89,-99,GG,VY,C,SuGOHI6
020029-052832,30.1235,-5.4756,-99,-99,0.44,1.31,-99,20.37,25.14,CG,V,C,SuGOHI5
020043+015828,30.1797,1.9744,0.351,-99,0.37,-99,-99,-99,-99,CG,V,C,SuGOHI5
020049-013516,30.20684,-1.587929,0.439,-99,-99,-99,-99,18.66,23.26,GG,Y,C,SuGOHI2
020050-030027,30.209672,-3.007526,-99,-99,0.73,-99,-99,19.67,-99,GG,V,B,SuGOHI6
020057-041700,30.238509,-4.283593,0.613,-99,-99,-99,-99,18.5,23.03,GG,Y,C,SuGOHI1
020111-060519,30.295847,-6.088746,0.648,-99,-99,-99,-99,19.27,99,GG,Y,C,SuGOHI1
020121-065707,30.341369,-6.952126,-99,-99,0.77,-99,-99,21.08,-99,GG,V,C,SuGOHI6
020123-070103,30.346573,-7.017733,0.669,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
020126-021031,30.35898,-2.17553,0.574,-99,-99,-99,-99,19.21,22.08,GG,Y,C,SuGOHI1
020127-024221,30.364275,-2.70586,0.437,-99,-99,-99,-99,18.32,20.84,GG,Y,C,SuGOHI1
020141-030946,30.42492,-3.162793,0.362,-99,-99,-99,-99,18.51,22.12,GG,Y,A,SuGOHI1
020143-021148,30.429588,-2.196687,0.196,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
020145-052858,30.439549,-5.48291,-99,-99,0.73,-99,-99,20.69,-99,GG,V,C,SuGOHI6
020149-055435,30.455625,-5.909897,-99,-99,0.67,-99,-99,19.91,-99,GG,V,C,SuGOHI6
020156-020136,30.487358,-2.02684,0.252,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
020210-003932,30.543835,-0.659103,0.37,-99,-99,-99,-99,17.64,21.37,GG,Y,C,SuGOHI2
020211-034645,30.54706,-3.77922,-99,-99,0.24,-99,-99,17.46,-99,GG,V,C,SuGOHI6
020220-034200,30.587,-3.7,-99,-99,0.74,2.36,-99,21.49,25.33,CG,V,C,SuGOHI5
020220-051651,30.585791,-5.280934,0.7,-99,-99,-99,-99,20.05,22.74,GG,Y,C,SuGOHI1
020221-025654,30.591301,-2.948575,-99,-99,0.92,-99,-99,21.12,-99,GG,V,C,SuGOHI6
020224-054549,30.6005,-5.7638,0.69,-99,0.68,0.82,-99,20.09,24.17,CG,V,C,SuGOHI5
020241-064611,30.672475,-6.769788,0.502,2.748,-99,-99,1.16,19.19,23.95,GG,YE,A,SuGOHI1 SuGOHI3
020242-054322,30.6761,-5.723,-99,-99,0.91,1.13,-99,20.88,23.54,GG,V,C,SuGOHI5
020320-063929,30.833924,-6.658274,0.645,-99,-99,-99,-99,19.45,21.94,GG,Y,C,SuGOHI1
020321-011647,30.839,-1.2799,0.603,-99,0.61,0.81,-99,19.73,20.63,GG,V,C,SuGOHI5
020328-065949,30.8696,-6.997,-99,-99,0.37,1.12,-99,17.72,9.13,CG,V,C,SuGOHI5
020420-044355,31.0849,-4.7321,-99,-99,0.32,-99,-99,18.02,-99,CG,V,C,SuGOHI5
020420-044356,31.085209,-4.732335,-99,-99,0.28,-99,-99,18.03,-99,GG,VY,C,SuGOHI6
020437-021048,31.1545,-2.1802,-99,-99,0.83,2.72,-99,21.06,25.24,CG,V,C,SuGOHI5
020449-020206,31.207834,-2.035043,-99,-99,0.85,-99,-99,20.79,-99,GG,V,B,SuGOHI6
020450-030334,31.2085,-3.0596,0.553,-99,0.6,1.44,-99,18.9,20.53,CG,V,C,SuGOHI5
020511-045935,31.2963,-4.993,-99,-99,0.62,-99,-99,21.35,-99,GG,V,C,SuGOHI5
020531-015545,31.381412,-1.929186,0.26,-99,-99,-99,-99,16.88,21.98,GG,Y,C,SuGOHI1
020534-051007,31.392347,-5.168702,0.504,-99,-99,-99,-99,19.06,22.53,GG,Y,C,SuGOHI1
020553-045643,31.47117,-4.945427,-99,-99,0.74,-99,-99,20.38,-99,GG,VY,C,SuGOHI6
020556-020834,31.486902,-2.14302,0.657,-99,-99,-99,-99,19.56,-99,CG,EV,C,SuGOHI1 DES SuGOHI5 SuGOHI6
020613-011417,31.5561,-1.2381,0.714,-99,0.85,1.46,-99,20.02,21.88,CG,V,C,SuGOHI5 DES
020623+021819,31.598,2.3053,-99,-99,0.36,-99,-99,-99,-99,CG,V,C,SuGOHI5
020623-050703,31.599984,-5.117659,-99,-99,0.62,-99,-99,20.3,-99,GG,V,C,SuGOHI6
020624-052623,31.6033,-5.4397,0.607,-99,0.4,1.37,-99,19.52,25.44,CG,V,C,SuGOHI5
020745-044521,31.9405,-4.7559,-99,-99,0.61,0.84,-99,21.44,21.65,CG,V,C,SuGOHI5
020755-042448,31.983072,-4.413486,0.64,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
020756-055211,31.9868,-5.8698,-99,-99,0.05,0.5,-99,14.94,19.94,CG,V,C,SuGOHI5
020801-044358,32.1339,-4.5544,-99,-99,0.67,1.34,-99,19.18,26.74,CG,VYK,A,SuGOHI5 More et al. 2016 SuGOHI6 More et al. 2016
020809-043848,32.038088,-4.646675,-99,-99,0.59,-99,-99,19.03,-99,GG,VY,C,SuGOHI6
020810-022018,32.044529,-2.338394,-99,-99,0.63,-99,-99,20.16,-99,GG,VY,B,SuGOHI6
020815-030845,32.065301,-3.145956,-99,-99,1.2,-99,-99,22.06,-99,GG,V,C,SuGOHI6
020816-023724,32.067,-2.6234,0.514,-99,0.53,1.26,-99,18.74,25.68,CG,V,B,SuGOHI5 SuGOHI6
020828-043254,32.120344,-4.54843,-99,-99,0.78,-99,-99,20.89,-99,GG,V,C,SuGOHI6 Gavazzi et al. 2014
020832-043315,32.1339,-4.5545,-99,-99,0.75,1.59,-99,20.99,24.3,GG,V,B,SuGOHI5 More et al. 2016
020837-042135,32.1568,-4.3597,-99,-99,1.15,1.39,-99,22.1,23.55,CG,V,C,SuGOHI5
020842-033206,32.176956,-3.535134,0.347,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
020846-032727,32.195201,-3.457688,0.618,-99,-99,-99,-99,19.05,23.65,GG,Y,B,SuGOHI1
020848-042427,32.201089,-4.407508,-99,-99,0.74,-99,-99,20.34,-99,CG,VYK,A,SuGOHI6 More et al. 2016 More et al. 2016
020902-044814,32.262,-4.8041,0.639,-99,0.63,-99,-99,20.24,-99,CG,V,C,SuGOHI5 Gavazzi et al. 2014
020902-044814,32.262321,-4.80413,-99,-99,0.63,-99,-99,20.19,-99,GG,VY,C,SuGOHI6 Gavazzi et al. 2014
020907-010544,32.281247,-1.095651,0.426,-99,-99,-99,-99,18.69,20.99,GG,Y,C,SuGOHI2
020909-063207,32.289881,-6.535405,-99,-99,0.33,-99,-99,17.86,-99,GG,V,C,SuGOHI6 Gavazzi et al. 2014
020916-035758,32.319372,-3.966315,-99,-99,0.92,-99,-99,21.49,-99,GG,VY,C,SuGOHI6
020923-020206,32.348244,-2.03512,-99,-99,0.85,-99,-99,20.48,-99,GG,VY,C,SuGOHI6
020929-064311,32.3722,-6.7198,0.407,-99,0.4,1.84,-99,19.21,25.96,CG,VK,A,SuGOHI5 DES More et al. 2012 More et al. 2016
020932-010734,32.3842,-1.1263,-99,-99,0.74,1.94,-99,20.91,25.08,CG,V,C,SuGOHI5
020937+022256,32.4073,2.3824,0.406,-99,0.38,-99,-99,-99,-99,CG,V,C,SuGOHI5
020939-031948,32.41415,-3.330255,0.542,-99,-99,-99,-99,19.48,22.37,GG,Y,C,SuGOHI1
020955-024442,32.4809,-2.745,-99,-99,0.56,-99,-99,20.08,-99,GG,VY,A,SuGOHI5 SuGOHI6
020957-035457,32.4902,-3.9158,-99,-99,0.46,2.4,-99,19.51,25.34,CG,VK,A,SuGOHI5 More et al. 2012 More et al. 2016
021002-024304,32.5098,-2.7178,-99,-99,0.69,0.87,-99,19.58,21.05,CG,V,C,SuGOHI5
021010-011836,32.5437,-1.3102,0.758,-99,0.77,1.56,-99,20.55,24.18,CG,V,C,SuGOHI5
021017-035045,32.571402,-3.846017,-99,-99,0.85,-99,-99,20.62,-99,GG,VY,C,SuGOHI6
021022-032020,32.595342,-3.339023,-99,-99,1,-99,-99,21.47,-99,GG,V,C,SuGOHI6
021022-032021,32.595302,-3.339346,0.599,-99,-99,-99,-99,19.07,21.85,GG,YE,C,SuGOHI1
021039-003831,32.6662,-0.6421,0.287,-99,0.24,-99,-99,-99,-99,CG,V,B,SuGOHI5
021040-034512,32.66839,-3.753503,-99,-99,0.7,-99,-99,19.71,-99,GG,V,C,SuGOHI6
021042-035936,32.676646,-3.993453,0.497,-99,-99,-99,-99,18.13,23.43,GG,Y,C,SuGOHI1
021043-042122,32.679417,-4.356142,0.299,-99,-99,-99,-99,18.08,21.77,GG,Y,C,SuGOHI1
021051-055742,32.713557,-5.961915,0.534,-99,-99,-99,-99,18.88,23.67,GG,Y,C,SuGOHI1
021108-034620,32.78553,-3.77235,-99,-99,0.72,-99,-99,20.32,-99,GG,V,C,SuGOHI6
021115-034348,32.815,-3.7301,-99,-99,0.75,1.55,-99,21.53,25.05,CG,V,A,SuGOHI5
021118-042729,32.827087,-4.458069,-99,-99,1.02,-99,-99,22.1,-99,CG,VYK,A,SuGOHI6 More et al. 2012 More et al. 2016
021122-042205,32.8441,-4.3681,-99,-99,0.74,1.24,-99,-99,23.27,CG,V,C,SuGOHI5
021124-031354,32.851283,-3.231905,-99,-99,0.62,-99,-99,19.61,-99,GG,V,C,SuGOHI6
021134-023752,32.892753,-2.631214,-99,-99,0.47,-99,-99,18.71,-99,GG,V,B,SuGOHI6
021151-032105,32.965554,-3.351422,-99,-99,0.74,-99,-99,20.97,-99,GG,V,C,SuGOHI6
021153-031140,32.9739,-3.1947,-99,-99,0.28,-99,-99,18.34,-99,GG,V,C,SuGOHI5
021200-040806,33.003831,-4.135244,0.485,-99,-99,-99,1.59,18.9,21.13,GQ,YC,C,SuGOHI1 SuGOHI4
021201-041922,33.004548,-4.322931,-99,-99,0.7,-99,-99,20.24,-99,GG,V,C,SuGOHI6
021202-042214,33.010235,-4.370584,-99,-99,0.72,-99,-99,20.53,-99,GG,V,C,SuGOHI6
021208-022754,33.0358,-2.4651,-99,-99,0.49,0.68,-99,19.84,20.54,CG,V,C,SuGOHI5
021224-023430,33.101059,-2.575128,0.729,-99,-99,-99,-99,19.99,22.08,GG,Y,C,SuGOHI1
021233-061210,33.141126,-6.20284,-99,-99,0.27,-99,-99,17.81,-99,GG,VY,C,SuGOHI6 Gavazzi et al. 2014
021236-023128,33.153271,-2.524483,-99,-99,0.61,-99,-99,19.32,-99,GG,V,C,SuGOHI6
021237-034504,33.157845,-3.751277,-99,-99,0.44,-99,-99,19.62,-99,GG,V,C,SuGOHI6
021241-014059,33.171335,-1.683201,-99,-99,0.72,-99,-99,20.58,-99,GG,V,C,SuGOHI6
021257-031551,33.240608,-3.264421,-99,-99,0.39,-99,-99,18.76,-99,GG,V,C,SuGOHI6
021258-051809,33.242428,-5.302771,0.493,-99,-99,-99,-99,18.04,21.51,GG,Y,C,SuGOHI1
021300-034703,33.2519,-3.7842,0.283,-99,0.29,0.57,-99,17.67,18.51,CG,V,C,SuGOHI5
021320-060628,33.337277,-6.108053,-99,-99,0.68,-99,-99,20.17,-99,GG,V,C,SuGOHI6
021334-020929,33.393749,-2.158199,-99,-99,0.57,-99,-99,18.89,-99,GG,VY,C,SuGOHI6
021351-044951,33.463316,-4.830919,0.451,-99,-99,-99,-99,17.94,21.63,GG,Y,C,SuGOHI1
021356-050855,33.486352,-5.148854,-99,-99,0.79,-99,-99,20.56,-99,GG,V,C,SuGOHI6
021408-020628,33.5333,-2.1079,-99,-99,0.67,1.33,-99,20.44,23.43,CG,V,B,SuGOHI5 DES SuGOHI6
021408-053532,33.5337,-5.5923,0.445,-99,0.47,1.15,-99,19.43,22.93,CG,VK,A,SuGOHI5 More et al. 2012 More et al. 2016
021410-060537,33.544828,-6.093709,-99,-99,0.92,-99,-99,21.12,-99,GG,VY,C,SuGOHI6
021411-031130,33.549937,-3.191787,0.657,-99,-99,-99,-99,19.27,21.49,GG,Y,C,SuGOHI1
021411-040502,33.546703,-4.084105,0.609,1.88,-99,-99,1.41,19.65,-99,CG,KV,A,SL2S More et al. 2012 Gavazzi et al. 2014 SuGOHI3 SuGOHI5 More et al. 2016
021416-050317,33.5687,-5.0548,-99,-99,0.46,-99,-99,19.79,20.7,CG,V,C,SuGOHI5
021426-021358,33.608928,-2.232852,0.212,-99,-99,-99,-99,16.62,22.19,GG,Y,C,SuGOHI1
021426-053944,33.6119,-5.6623,-99,-99,0.66,0.94,-99,21.11,22.13,CG,V,C,SuGOHI5
021451-021200,33.714066,-2.200235,-99,-99,0.63,-99,-99,20.17,-99,GG,V,C,SuGOHI6
021507-014333,33.783165,-1.725836,-99,-99,0.73,-99,-99,20.06,-99,GG,V,C,SuGOHI6
021511-050339,33.797,-5.0608,0.756,-99,0.71,1.44,-99,19.8,24.93,CG,V,C,SuGOHI5
021518-023947,33.828129,-2.663068,-99,-99,0.73,-99,-99,20.17,-99,GG,VY,C,SuGOHI6
021519-034811,33.830154,-3.803059,-99,-99,-99,-99,0.68,-99,-99,GQ,C,C,SuGOHI4
021529-044054,33.8725,-4.6819,0.35,-99,0.37,-99,-99,18.74,-99,CG,V,C,SuGOHI5
021530-031614,33.879054,-3.270814,-99,-99,0.74,-99,-99,20.21,-99,GG,V,C,SuGOHI6
021534-041649,33.893179,-4.280449,-99,-99,0.6,-99,-99,20.2,-99,GG,V,C,SuGOHI6
021547-020749,33.9467,-2.1304,0.435,-99,0.46,1,-99,18.48,24.78,CG,V,C,SuGOHI5
021555-052958,33.9818,-5.4995,-99,-99,0.24,-99,-99,17.56,-99,CG,V,C,SuGOHI5
021604-060812,34.016927,-6.136805,-99,-99,0.59,-99,-99,19.66,-99,GG,V,C,SuGOHI6
021621-042843,34.0892,-4.4788,0.457,-99,0.45,2.17,-99,18.4,-99,CG,V,C,SuGOHI5
021633-024826,34.138981,-2.807489,-99,-99,0.63,-99,-99,20.17,-99,GG,V,C,SuGOHI6
021640-033039,34.1683,-3.510891,-99,-99,0.68,-99,-99,20.38,-99,GG,VY,C,SuGOHI6
021645-020835,34.188987,-2.14311,-99,-99,0.61,-99,-99,20.09,-99,GG,V,B,SuGOHI6
021652-041726,34.2193,-4.2905,0.153,-99,0.16,-99,-99,16.38,-99,CG,V,C,SuGOHI5
021658-030300,34.243961,-3.05025,-99,-99,0.61,-99,-99,20.37,-99,GG,VY,C,SuGOHI6
021706-042246,34.2777,-4.3794,-99,-99,0.37,0.76,-99,19.26,23.08,CG,V,C,SuGOHI5
021718-052920,34.3288,-5.4891,-99,-99,0.47,-99,-99,20.36,-99,GG,V,C,SuGOHI5 Gavazzi et al. 2014
021720+003313,34.3359,0.5536,0.381,-99,0.36,-99,-99,-99,-99,CG,V,B,SuGOHI5
021722-040636,34.341886,-4.110093,-99,-99,-99,-99,0.59,-99,-99,GQ,C,C,SuGOHI4
021723-052425,34.3477,-5.4069,0.648,-99,0.63,-99,-99,19.47,-99,CG,V,C,SuGOHI5
021733-025106,34.390217,-2.851741,-99,-99,1.17,-99,-99,21.33,-99,GG,V,C,SuGOHI6
021737-051329,34.404922,-5.224821,0.646,1.847,-99,-99,1.27,19.7,-99,GG,KV,A,SL2S DES Gavazzi et al. 2014 SuGOHI3 SuGOHI5
021751+010851,34.4638,1.1475,0.391,-99,0.37,-99,-99,-99,-99,GG,V,C,SuGOHI5
021753-022407,34.47337,-2.402207,0.476,-99,-99,-99,-99,18.2,22.33,GG,YV,C,SuGOHI1 SuGOHI6
021754-034651,34.478885,-3.781033,-99,-99,0.7,-99,-99,20.38,-99,GG,VY,C,SuGOHI6
021807-051536,34.5309,-5.26,0.649,-99,0.56,-99,-99,20.73,19.91,CG,V,B,SuGOHI5 More et al. 2012
021823-015903,34.5994,-1.9842,-99,-99,0.28,-99,-99,18.34,-99,GG,V,B,SuGOHI5
021823-053921,34.5983,-5.6559,0.691,-99,0.67,0.99,-99,20.05,22.7,GG,V,B,SuGOHI5 Gavazzi et al. 2014
021829-034040,34.621604,-3.678,-99,-99,0.89,-99,-99,20.28,-99,GG,VY,B,SuGOHI6
021830-002545,34.6273,-0.4292,0.291,-99,0.29,-99,-99,-99,-99,CG,V,C,SuGOHI5
021841-024257,34.6709,-2.7158,-99,-99,0.37,1.61,-99,20,22.27,CG,V,C,SuGOHI5
021845-050505,34.689856,-5.084818,0.311,-99,-99,-99,-99,18.18,20.63,GG,Y,C,SuGOHI1
021856-062733,34.733645,-6.459356,-99,-99,0.73,-99,-99,20.04,-99,GG,V,C,SuGOHI6
021904-021625,34.7696,-2.2737,0.317,-99,0.32,0.47,-99,17.52,19.68,CG,V,C,SuGOHI5
021905-060130,34.7749,-6.0251,0.424,-99,0.36,0.7,-99,19.16,22.3,CG,V,C,SuGOHI5
021909-040143,34.791,-4.0286,-99,-99,0.43,0.78,-99,19.37,21.65,CG,VK,A,SuGOHI5 More et al. 2012 More et al. 2016
021910-040157,34.794232,-4.032718,-99,-99,0.43,-99,-99,19.36,-99,GG,V,C,SuGOHI6
021914-020211,34.811595,-2.036554,0.466,-99,-99,-99,-99,19.34,22.85,GG,Y,C,SuGOHI1
021917-063158,34.823704,-6.532999,0.631,-99,-99,-99,-99,19.84,23.04,GG,YV,C,SuGOHI1 SuGOHI5
021929-021741,34.874202,-2.294877,0.549,-99,-99,-99,-99,19.45,22.14,GG,Y,C,SuGOHI1
021934-021806,34.892055,-2.301772,-99,-99,0.59,-99,-99,20.02,-99,GG,VY,C,SuGOHI6
